,location,total_sqft,bath,price,BHK
4005,Kengeri,1197.0,2.0,50.0,2
4006,Kengeri,1200.0,2.0,58.0,2
4008,Kengeri,726.0,2.0,31.0,2
4010,Kengeri,1025.0,2.0,57.0,2
4012,Kengeri,1082.0,2.0,49.0,3
4015,Kengeri,750.0,2.0,36.0,2
4016,Kengeri,963.0,2.0,40.0,2
4018,Kengeri,726.0,2.0,35.0,2
4020,Kengeri,416.0,1.0,19.5,1
4021,Kengeri,900.0,2.0,45.0,2
4024,Kengeri,502.0,1.0,25.0,1
4026,Kengeri,1200.0,3.0,67.0,3
4027,Kengeri,725.0,2.0,30.0,2
4028,Kengeri,500.0,1.0,17.0,1
4029,Kengeri,540.0,1.0,22.5,1
4030,Kengeri,750.0,2.0,35.5,2
4031,Kengeri,1741.0,3.0,80.0,3
4033,Kengeri,1200.0,2.0,58.0,2
4036,Kengeri,750.0,2.0,36.5,2
4038,Kengeri,416.0,1.0,18.0,1
4040,Kengeri,883.0,2.0,49.0,2
4041,Kengeri,1052.0,2.0,51.0,2
4043,Kengeri,1220.0,2.0,63.0,2
4044,Kengeri,1150.0,1.0,52.0,1
4045,Kengeri,1192.0,2.0,53.5,2
4047,Kengeri,750.0,2.0,40.0,2
4048,Kengeri,1035.0,2.0,51.5,2
4049,Kengeri,3000.0,5.0,130.0,8
4050,Kengeri,410.0,1.0,15.0,1
4051,Kengeri,416.0,1.0,17.19,1
4054,Kengeri,2500.0,4.0,100.0,5
4055,Kengeri,550.0,1.0,16.75,1
4056,Kengeri Satellite Town,890.0,2.0,35.0,2
4057,Kengeri Satellite Town,883.0,2.0,45.0,2
4058,Kengeri Satellite Town,1415.0,2.0,66.0,3
4059,Kengeri Satellite Town,930.0,1.0,30.0,1
4060,Kengeri Satellite Town,1635.0,2.0,78.0,3
4061,Kengeri Satellite Town,1050.0,2.0,43.0,2
4062,Kengeri Satellite Town,1007.0,2.0,42.0,2
4063,Kengeri Satellite Town,635.0,1.0,22.0,2
4064,Kengeri Satellite Town,818.0,2.0,26.0,2
4065,Kengeri Satellite Town,1030.0,2.0,50.0,2
4066,Kengeri Satellite Town,1200.0,2.0,65.0,2
4067,Kengeri Satellite Town,795.0,2.0,32.0,2
4068,Kengeri Satellite Town,1302.5,2.0,44.285,2
4069,Kengeri Satellite Town,800.0,2.0,40.0,2
4070,Kengeri Satellite Town,654.0,1.0,22.0,1
4071,Kengeri Satellite Town,1060.0,2.0,42.0,2
4072,Kengeri Satellite Town,750.0,2.0,33.0,2
4073,Kengeri Satellite Town,920.0,2.0,39.0,2
4074,Kengeri Satellite Town,985.0,2.0,42.0,2
4075,Kengeri Satellite Town,410.0,1.0,15.0,1
4076,Kengeri Satellite Town,1120.0,2.0,49.0,2
4078,Kengeri Satellite Town,1110.0,2.0,43.0,2
4079,Kengeri Satellite Town,1170.0,2.0,50.0,2
4080,Kengeri Satellite Town,777.4,2.0,25.0,2
4081,Kengeri Satellite Town,800.0,2.0,32.0,2
4082,Kereguddadahalli,950.0,2.0,32.0,2
4083,Kereguddadahalli,1400.0,2.0,48.0,3
4084,Kereguddadahalli,800.0,2.0,28.0,2
4085,Kereguddadahalli,904.0,2.0,30.0,2
4087,Kereguddadahalli,1000.0,2.0,30.0,2
4088,Kereguddadahalli,1240.0,3.0,41.0,3
4089,Kereguddadahalli,600.0,1.0,19.5,1
4090,Kereguddadahalli,1080.0,2.0,32.0,2
4091,Kereguddadahalli,1000.0,2.0,34.0,2
4094,Kereguddadahalli,1015.0,2.0,35.0,2
4095,Kodichikkanahalli,1190.0,2.0,57.0,3
4096,Kodichikkanahalli,995.0,2.0,41.0,2
4097,Kodichikkanahalli,2700.0,7.0,125.0,5
4098,Kodichikkanahalli,1495.0,2.0,75.0,3
4099,Kodichikkanahalli,1125.0,2.0,52.0,2
4100,Kodichikkanahalli,1150.0,2.0,48.0,2
4101,Kodichikkanahalli,1070.0,2.0,43.0,2
4102,Kodichikkanahalli,1620.0,2.0,85.0,3
4104,Kodichikkanahalli,1026.0,2.0,45.0,2
4105,Kodichikkanahalli,2500.0,7.0,125.0,5
4106,Kodichikkanahalli,450.0,1.0,18.0,1
4107,Kodichikkanahalli,907.0,2.0,38.5,2
4108,Kodichikkanahalli,1181.0,2.0,57.0,2
4109,Kodichikkanahalli,900.0,2.0,42.0,2
4111,Kodichikkanahalli,1400.0,3.0,66.0,3
4112,Kodichikkanahalli,976.0,2.0,50.0,2
4113,Kodichikkanahalli,2700.0,4.0,125.0,5
4114,Kodichikkanahalli,1299.0,2.0,58.0,2
4115,Kodichikkanahalli,900.0,2.0,35.0,2
4116,Kodigehaali,1166.0,2.0,55.0,2
4117,Kodigehaali,1320.0,3.0,65.0,3
4118,Kodigehaali,1117.0,2.0,56.0,2
4119,Kodigehaali,1200.0,2.0,55.0,2
4120,Kodigehaali,1200.0,2.0,60.0,2
4121,Kodigehaali,2120.0,3.0,177.0,3
4122,Kodigehaali,1013.0,2.0,51.0,2
4123,Kodigehaali,1324.0,3.0,65.0,3
4124,Kodigehaali,965.0,2.0,38.0,2
4125,Kodigehaali,866.0,2.0,32.0,2
4126,Kodigehaali,1442.0,3.0,80.0,3
4127,Kodigehalli,1270.0,2.0,98.0,2
4128,Kodigehalli,1200.0,2.0,48.0,2
4129,Kodigehalli,655.0,1.0,53.0,1
4130,Kodigehalli,1820.0,3.0,150.0,3
4131,Kodigehalli,635.0,1.0,28.0,2
4132,Kodigehalli,1200.0,4.0,156.0,3
4133,Kodihalli,3252.0,5.0,335.0,4
4134,Kodihalli,2700.0,4.0,270.0,3
4135,Kodihalli,2392.0,4.0,260.0,3
4136,Kodihalli,2408.0,4.0,260.0,3
4137,Kodihalli,2500.0,4.0,260.0,3
4138,Kodihalli,1620.0,3.0,130.0,3
4139,Kodihalli,3260.0,5.0,388.0,4
4140,Kodihalli,3197.0,5.0,335.0,4
4141,Kodihalli,1490.0,2.0,150.0,2
4142,Kogilu,1909.0,3.0,88.0,3
4144,Kogilu,1170.0,2.0,51.99,2
4145,Kogilu,650.0,2.0,28.0,2
4146,Kogilu,1140.0,2.0,50.66,2
4147,Kogilu,1200.0,2.0,53.33,2
4148,Kogilu,1934.0,3.0,150.0,3
4149,Kogilu,540.0,1.0,36.0,1
4150,Kogilu,1559.0,3.0,127.0,3
4151,Kogilu,1190.0,2.0,50.66,2
4152,Kogilu,1559.0,3.0,120.0,3
4153,Kogilu,700.0,1.0,30.84,1
4154,Kogilu,1250.0,2.0,55.55,2
4155,Kogilu,952.0,2.0,49.0,2
4156,Kogilu,2456.0,7.0,85.0,7
4157,Konanakunte,2791.0,3.0,223.0,3
4158,Konanakunte,884.0,1.0,58.0,2
4159,Konanakunte,3000.0,4.0,160.0,4
4160,Konanakunte,1200.0,4.0,125.0,4
4161,Konanakunte,1200.0,2.0,130.0,4
4162,Konanakunte,2400.0,2.0,180.0,3
4163,Konanakunte,3746.0,6.0,375.0,4
4164,Konanakunte,1423.0,2.0,85.0,3
4165,Koramangala,1320.0,2.0,165.0,2
4166,Koramangala,1253.0,2.0,102.0,2
4167,Koramangala,1580.0,3.0,160.0,3
4169,Koramangala,3500.0,5.0,425.0,4
4170,Koramangala,1005.0,1.0,110.0,2
4171,Koramangala,2292.0,4.0,275.0,3
4173,Koramangala,1290.0,2.0,100.0,2
4174,Koramangala,1300.0,2.0,110.0,2
4176,Koramangala,1325.0,2.0,119.0,2
4177,Koramangala,1140.0,2.0,75.2,2
4178,Koramangala,1260.0,2.0,100.0,2
4179,Koramangala,1975.0,3.0,210.0,3
4180,Koramangala,1900.0,2.0,200.0,2
4181,Koramangala,2292.0,3.0,286.0,3
4182,Koramangala,2300.0,3.0,290.0,3
4185,Koramangala,2503.0,6.0,325.0,4
4187,Koramangala,1320.0,2.0,150.0,2
4188,Koramangala,1320.0,2.0,110.0,2
4189,Koramangala,5985.0,4.0,775.0,4
4190,Koramangala,2461.0,6.0,353.0,4
4192,Koramangala,2246.0,3.0,300.0,3
4193,Koramangala,1300.0,2.0,82.0,2
4196,Koramangala,1083.0,2.0,100.0,2
4197,Koramangala,1744.0,3.0,200.0,3
4198,Koramangala,1180.0,2.0,128.0,2
4199,Koramangala,1320.0,2.0,160.0,2
4200,Koramangala,1370.0,2.0,125.0,2
4201,Koramangala,1100.0,2.0,85.0,2
4202,Koramangala,1249.0,2.0,165.0,2
4203,Koramangala,1200.0,2.0,100.0,2
4206,Koramangala,2223.0,3.0,300.0,3
4207,Koramangala,1744.0,4.0,210.0,3
4208,Koramangala,1866.0,4.0,245.0,3
4209,Koramangala,1350.0,2.0,103.0,2
4210,Koramangala,6000.0,4.0,625.0,4
4212,Koramangala,1710.0,3.0,210.0,3
4213,Koramangala,1700.0,3.0,250.0,3
4214,Koramangala,1355.0,2.0,95.0,2
4215,Koramangala,1600.0,3.0,170.0,3
4218,Kothannur,1206.0,2.0,48.23,2
4220,Kothannur,1100.0,2.0,40.0,2
4221,Kothannur,1197.0,2.0,47.88,2
4222,Kothannur,1197.0,2.0,47.8,2
4223,Kothannur,1070.0,2.0,42.79,2
4226,Kothannur,1070.0,2.0,38.6,2
4227,Kothannur,1485.0,2.0,59.4,3
4228,Kothannur,1215.0,2.0,48.6,3
4229,Kothannur,1404.0,2.0,56.15,3
4230,Kothanur,1200.0,2.0,51.0,2
4231,Kothanur,2400.0,2.0,150.0,3
4232,Kothanur,1828.0,3.0,110.0,3
4233,Kothanur,1186.0,2.0,58.0,2
4235,Kothanur,1847.0,3.0,105.0,3
4237,Kothanur,9600.0,5.0,550.0,5
4238,Kothanur,1435.0,3.0,70.0,3
4239,Kothanur,1187.0,2.0,58.0,2
4240,Kothanur,1847.0,3.0,110.0,3
4241,Kothanur,1460.0,3.0,71.0,3
4242,Kothanur,1185.0,2.0,59.0,2
4243,Kothanur,1436.0,3.0,70.0,3
4244,Kothanur,1462.0,3.0,71.0,3
4245,Kothanur,1790.0,3.0,105.0,3
4247,Kothanur,1070.0,2.0,45.5,2
4249,Kothanur,1145.0,2.0,56.0,2
4250,Kothanur,3401.0,5.0,230.0,4
4251,Kothanur,1455.0,2.0,69.0,2
4252,Kothanur,627.0,1.0,30.0,1
4253,Kothanur,1302.0,2.0,68.5,2
4254,Kothanur,1760.0,3.0,111.0,3
4255,Kothanur,1185.0,2.0,58.0,2
4256,Kothanur,1500.0,1.0,75.0,1
4257,Kothanur,1075.0,2.0,53.0,2
4258,Kothanur,1790.0,3.0,97.0,3
4259,Kothanur,2700.0,4.0,175.0,4
4260,Kothanur,1786.0,2.0,106.0,3
4261,Kothanur,1787.0,3.0,107.0,3
4262,Kothanur,1141.0,2.0,54.0,2
4263,Kothanur,1760.0,3.0,110.0,3
4265,Kothanur,1160.0,2.0,57.0,2
4266,Kothanur,1095.0,2.0,55.0,2
4267,Kothanur,1142.0,2.0,56.0,2
4268,Kothanur,1074.0,2.0,54.0,2
4269,Kothanur,1285.0,2.0,60.0,2
4270,Kothanur,1140.0,2.0,56.0,2
4271,Kothanur,1400.0,2.0,70.0,2
4274,Kothanur,1787.0,3.0,120.0,3
4275,Kothanur,1130.0,2.0,55.0,2
4276,Kothanur,1094.0,2.0,54.0,2
4277,Kothanur,1170.0,3.0,80.0,3
4278,Kothanur,1400.0,2.0,65.0,2
4279,Kothanur,1195.0,2.0,59.0,2
4280,Kothanur,1790.0,3.0,120.0,3
4281,Kothanur,1454.0,3.0,71.5,3
4282,Kudlu,1152.0,2.0,53.5,2
4283,Kudlu,1027.0,2.0,43.0,2
4284,Kudlu,1092.0,2.0,44.0,2
4285,Kudlu,1143.0,2.0,55.0,2
4287,Kudlu,1024.0,2.0,44.0,2
4289,Kudlu,1600.0,3.0,79.0,3
4290,Kudlu,1027.0,2.0,42.0,2
4291,Kudlu,1076.0,2.0,50.0,2
4292,Kudlu,1027.0,2.0,44.0,2
4293,Kudlu,1084.0,2.0,53.0,2
4294,Kudlu,1300.0,2.0,56.0,2
4295,Kudlu,1245.0,2.0,60.0,3
4296,Kudlu,1110.0,2.0,46.0,2
4297,Kudlu,2100.0,3.0,114.0,4
4298,Kudlu,720.0,1.0,33.0,1
4299,Kudlu,1162.0,2.0,52.0,2
4300,Kudlu,1041.0,2.0,53.0,2
4301,Kudlu Gate,1535.0,3.0,83.0,3
4302,Kudlu Gate,1535.0,3.0,85.0,3
4303,Kudlu Gate,1535.0,3.0,78.0,3
4304,Kudlu Gate,1535.0,3.0,86.0,3
4305,Kudlu Gate,1564.0,2.0,92.0,3
4307,Kudlu Gate,1238.0,2.0,55.0,2
4308,Kudlu Gate,1707.0,2.0,99.745,3
4309,Kudlu Gate,1335.0,3.0,89.0,3
4310,Kudlu Gate,703.0,1.0,52.0,1
4311,Kudlu Gate,1532.0,3.0,83.0,3
4312,Kudlu Gate,1113.0,2.0,50.0,2
4314,Kudlu Gate,1185.0,2.0,50.0,2
4318,Kudlu Gate,1215.0,2.0,45.0,2
4319,Kudlu Gate,812.0,2.0,38.25,2
4320,Kudlu Gate,1547.0,2.0,103.0,2
4321,Kudlu Gate,1336.0,2.0,86.0,2
4322,Kudlu Gate,1919.0,3.0,121.0,3
4323,Kudlu Gate,1464.0,3.0,56.0,2
4324,Kudlu Gate,1850.0,3.0,120.0,3
4325,Kudlu Gate,940.0,2.0,69.57,2
4326,Kudlu Gate,1215.0,2.0,44.96,2
4327,Kudlu Gate,1164.0,2.0,75.0,2
4328,Kudlu Gate,3850.0,6.0,205.0,4
4329,Kudlu Gate,1183.0,2.0,79.54,2
4330,Kudlu Gate,1850.0,3.0,110.0,3
4332,Kudlu Gate,1200.0,2.0,44.4,2
4334,Kudlu Gate,1310.0,2.0,53.0,2
4335,Kumaraswami Layout,2000.0,4.0,139.0,4
4336,Kumaraswami Layout,1000.0,2.0,48.5,2
4337,Kumaraswami Layout,1000.0,2.0,58.0,2
4338,Kumaraswami Layout,2400.0,7.0,125.0,7
4339,Kumaraswami Layout,2400.0,2.0,125.0,3
4340,Kumaraswami Layout,1310.0,2.0,70.0,3
4341,Kumaraswami Layout,850.0,1.0,78.0,1
4342,Kumaraswami Layout,3200.0,7.0,150.0,7
4343,Kumaraswami Layout,1310.0,2.0,85.0,3
4344,Kumaraswami Layout,2450.0,3.0,110.0,4
4345,Kumaraswami Layout,3100.0,7.0,145.0,7
4346,Kumaraswami Layout,1200.0,3.0,75.0,3
4347,Kumaraswami Layout,1081.0,2.0,60.0,2
4348,Kundalahalli,1724.0,3.0,125.0,3
4349,Kundalahalli,1030.0,2.0,49.0,2
4350,Kundalahalli,735.0,2.0,57.99,2
4351,Kundalahalli,1047.0,2.0,82.0,2
4352,Kundalahalli,1397.0,3.0,105.0,3
4353,Kundalahalli,1724.0,3.0,127.0,3
4354,Kundalahalli,1010.0,2.0,49.27,2
4355,Kundalahalli,1397.0,3.0,110.0,3
4356,Kundalahalli,1397.0,3.0,104.0,3
4357,Kundalahalli,1397.0,3.0,108.0,3
4358,Kundalahalli,1920.0,3.0,150.0,3
4360,Kundalahalli,1724.0,3.0,124.0,3
4361,Kundalahalli,1047.0,2.0,84.0,2
4362,Kundalahalli,1047.0,2.0,83.0,2
4363,Kundalahalli,7000.0,4.0,550.0,4
4365,Kundalahalli,1120.0,2.0,53.76,2
4366,Kundalahalli,1047.0,2.0,82.62,2
4367,Kundalahalli,1047.0,2.0,91.0,2
4368,Kundalahalli,1724.0,3.0,146.0,3
4369,Kundalahalli,1600.0,3.0,170.0,3
4371,Kundalahalli,1010.0,2.0,48.27,2
4372,Kundalahalli,1047.0,2.0,89.0,2
4373,Kundalahalli,2500.0,5.0,245.0,4
4375,Kundalahalli,1047.0,2.0,72.0,2
4376,Kundalahalli,1260.0,2.0,58.0,2
4377,Kundalahalli,3092.0,4.0,230.0,4
4378,Kundalahalli,1065.0,2.0,70.0,2
4379,Kundalahalli,1724.0,3.0,128.0,3
4380,Kundalahalli,1315.0,2.0,74.0,2
4381,Kundalahalli,2100.0,3.0,150.0,3
4382,Kundalahalli,1724.0,3.0,140.0,3
4383,Kundalahalli,1175.0,2.0,65.0,2
4385,LB Shastri Nagar,1043.0,2.0,55.0,2
4386,LB Shastri Nagar,1184.0,2.0,69.0,2
4387,LB Shastri Nagar,665.0,1.0,32.0,1
4388,LB Shastri Nagar,1250.0,2.0,48.5,2
4389,LB Shastri Nagar,1400.0,2.0,80.0,3
4390,LB Shastri Nagar,1184.0,2.0,62.0,2
4391,LB Shastri Nagar,1200.0,2.0,47.0,2
4392,LB Shastri Nagar,1200.0,2.0,75.0,2
4393,LB Shastri Nagar,1000.0,2.0,49.5,2
4394,Laggere,2800.0,5.0,125.0,5
4395,Laggere,1200.0,3.0,130.0,3
4396,Laggere,1200.0,1.0,125.0,1
4397,Laggere,1200.0,2.0,75.0,2
4398,Laggere,620.0,2.0,48.0,1
4399,Lakshminarayana Pura,1185.0,2.0,75.0,2
4400,Lakshminarayana Pura,1600.0,2.0,108.0,3
4401,Lakshminarayana Pura,1180.0,2.0,75.0,2
4402,Lakshminarayana Pura,1172.0,2.0,82.0,2
4403,Lakshminarayana Pura,1179.0,2.0,75.0,2
4404,Lakshminarayana Pura,1149.0,2.0,75.0,2
4405,Lakshminarayana Pura,1336.0,2.0,100.0,2
4406,Lakshminarayana Pura,1175.0,2.0,75.0,2
4407,Lakshminarayana Pura,1190.0,2.0,75.0,2
4408,Lakshminarayana Pura,1200.0,2.0,75.0,2
4409,Lakshminarayana Pura,1165.0,2.0,75.0,2
4410,Lakshminarayana Pura,1145.0,2.0,75.0,2
4411,Lakshminarayana Pura,1500.0,3.0,104.0,3
4412,Lakshminarayana Pura,1210.0,2.0,75.0,2
4413,Lakshminarayana Pura,1169.0,2.0,75.0,2
4414,Lakshminarayana Pura,1172.0,2.0,75.0,2
4415,Lakshminarayana Pura,1200.0,2.0,83.0,2
4416,Lakshminarayana Pura,1200.0,2.0,80.0,2
4417,Lakshminarayana Pura,1195.0,2.0,75.0,2
4418,Lingadheeranahalli,1521.0,3.0,95.0,3
4419,Lingadheeranahalli,1511.0,3.0,95.0,3
4420,Lingadheeranahalli,1683.0,3.0,109.0,3
4421,Lingadheeranahalli,1519.0,3.0,93.0,3
4422,Lingadheeranahalli,1521.0,3.0,94.99,3
4423,Lingadheeranahalli,1682.0,3.0,120.0,3
4424,Lingadheeranahalli,1521.0,3.0,94.71,3
4425,Lingadheeranahalli,1893.0,3.0,130.0,3
4426,Lingadheeranahalli,1705.0,3.0,110.0,3
4427,Lingadheeranahalli,2245.0,4.0,154.0,4
4428,Lingadheeranahalli,1682.0,3.0,113.0,3
4429,Lingadheeranahalli,1682.0,3.0,114.0,3
4430,Lingadheeranahalli,1506.0,3.0,95.0,3
4431,Lingadheeranahalli,1683.0,3.0,110.0,3
4432,Lingadheeranahalli,1684.0,3.0,120.0,3
4433,Lingadheeranahalli,2236.0,4.0,153.0,4
4434,Lingadheeranahalli,1894.0,4.0,114.0,3
4435,Lingadheeranahalli,2240.0,4.0,160.0,4
4436,Magadi Road,3600.0,6.0,141.0,6
4437,Magadi Road,1116.0,2.0,50.0,2
4439,Magadi Road,884.0,2.0,41.1,2
4440,Magadi Road,1005.0,2.0,55.78,2
4441,Magadi Road,1000.0,2.0,46.5,2
4442,Magadi Road,1500.0,2.0,93.0,4
4444,Magadi Road,1345.0,2.0,55.0,2
4446,Magadi Road,5000.0,6.0,360.0,5
4447,Magadi Road,1116.0,2.0,51.89,2
4448,Magadi Road,1052.0,2.0,60.0,3
4449,Magadi Road,940.0,2.0,50.0,2
4450,Magadi Road,1318.0,2.0,68.0,3
4452,Magadi Road,884.0,2.0,48.0,2
4454,Mahadevpura,1150.0,2.0,52.0,2
4455,Mahadevpura,1250.0,2.0,52.0,2
4456,Mahadevpura,1260.0,2.0,57.6,2
4457,Mahadevpura,730.0,1.0,35.0,1
4458,Mahadevpura,1434.0,2.0,67.39,3
4459,Mahadevpura,1146.0,2.0,53.8,2
4460,Mahadevpura,1532.0,2.0,62.0,2
4461,Mahadevpura,1620.0,2.0,76.0,3
4462,Mahadevpura,1136.0,2.0,64.5,2
4463,Mahadevpura,1400.0,2.0,65.8,3
4464,Mahadevpura,1137.0,2.0,53.4,2
4465,Mahadevpura,1601.0,3.0,95.0,3
4466,Mahadevpura,1450.0,3.0,75.0,3
4467,Mahadevpura,1152.0,2.0,54.0,2
4468,Mahadevpura,1212.0,2.0,56.9,2
4470,Mahadevpura,1505.0,3.0,78.0,3
4471,Mahadevpura,1500.0,2.0,70.0,3
4472,Mahadevpura,1236.0,2.0,58.0,2
4473,Mahadevpura,1120.0,2.0,53.0,2
4474,Mahalakshmi Layout,1575.0,5.0,158.0,4
4475,Mahalakshmi Layout,1105.0,2.0,80.0,2
4476,Mahalakshmi Layout,1200.0,3.0,160.0,4
4477,Mahalakshmi Layout,1200.0,2.0,110.0,3
4478,Mahalakshmi Layout,1876.0,3.0,150.0,3
4479,Mallasandra,1665.0,3.0,95.0,3
4480,Mallasandra,1665.0,3.0,86.58,3
4481,Mallasandra,1340.0,2.0,61.0,2
4482,Mallasandra,1325.0,2.0,70.0,2
4483,Mallasandra,1665.0,3.0,86.91,3
4484,Mallasandra,905.0,2.0,40.0,2
4485,Mallasandra,1325.0,2.0,65.0,2
4486,Mallasandra,1325.0,2.0,73.0,2
4487,Mallasandra,1565.0,2.0,69.0,2
4488,Mallasandra,905.0,2.0,35.0,2
4489,Mallasandra,1524.0,2.0,72.0,3
4490,Mallasandra,1100.0,2.0,76.3,3
4491,Malleshpalya,1140.0,2.0,46.5,2
4492,Malleshpalya,1225.0,2.0,46.86,2
4494,Malleshpalya,1052.0,2.0,50.0,2
4495,Malleshpalya,1405.0,2.0,77.0,3
4496,Malleshpalya,1065.0,2.0,50.0,2
4497,Malleshpalya,1210.0,2.0,55.0,2
4499,Malleshpalya,1060.0,2.0,40.0,2
4500,Malleshpalya,1430.0,2.0,69.5,3
4501,Malleshpalya,1421.0,2.0,90.0,2
4502,Malleshpalya,1245.0,2.0,55.0,2
4503,Malleshpalya,1200.0,2.0,46.0,2
4504,Malleshpalya,1225.0,2.0,52.0,2
4505,Malleshwaram,705.0,1.0,67.0,1
4506,Malleshwaram,12000.0,7.0,2200.0,7
4507,Malleshwaram,2500.0,5.0,325.0,4
4508,Malleshwaram,2006.0,3.0,297.0,3
4509,Malleshwaram,686.0,1.0,62.5,1
4510,Malleshwaram,2475.0,4.0,332.0,3
4511,Malleshwaram,2610.0,3.0,399.0,3
4512,Malleshwaram,2475.0,4.0,320.0,3
4513,Malleshwaram,900.0,2.0,95.0,2
4514,Malleshwaram,1420.0,2.0,158.0,2
4515,Malleshwaram,2000.0,3.0,250.0,3
4516,Malleshwaram,2215.0,3.0,275.0,3
4518,Malleshwaram,2475.0,4.0,300.0,3
4519,Malleshwaram,2345.0,2.0,293.0,3
4521,Malleshwaram,2215.0,4.0,310.0,3
4522,Malleshwaram,480.0,1.0,60.0,1
4523,Malleshwaram,1290.0,2.0,120.0,2
4524,Malleshwaram,2475.0,4.0,326.0,3
4525,Malleshwaram,2476.0,3.0,337.0,3
4526,Malleshwaram,900.0,2.0,90.0,2
4528,Malleshwaram,2050.0,4.0,270.0,3
4529,Malleshwaram,900.0,2.0,72.0,2
4530,Malleshwaram,620.0,1.0,86.8,1
4531,Malleshwaram,600.0,1.0,68.0,2
4532,Malleshwaram,2475.0,4.0,337.0,3
4533,Malleshwaram,2215.0,3.0,330.0,3
4535,Malleshwaram,1020.0,2.0,80.0,2
4536,Malleshwaram,600.0,1.0,90.0,2
4537,Malleshwaram,2200.0,3.0,275.0,3
4538,Malleshwaram,1500.0,2.0,140.0,2
4539,Malleshwaram,2475.0,4.0,340.0,3
4540,Malleshwaram,1400.0,2.0,190.0,2
4541,Malleshwaram,2400.0,3.0,380.0,3
4542,Malleshwaram,580.0,1.0,45.0,1
4543,Malleshwaram,1410.0,2.0,125.0,2
4546,Marathahalli,1220.0,2.0,57.0,2
4547,Marathahalli,1200.0,2.0,52.0,2
4548,Marathahalli,1200.0,2.0,60.0,2
4549,Marathahalli,1933.0,3.0,140.0,3
4550,Marathahalli,950.0,2.0,46.96,2
4551,Marathahalli,1230.0,2.0,80.0,2
4552,Marathahalli,3800.0,4.0,250.0,4
4553,Marathahalli,1019.0,2.0,49.85,2
4554,Marathahalli,1215.0,2.0,67.0,2
4555,Marathahalli,2181.0,3.0,152.0,4
4556,Marathahalli,1170.0,2.0,53.0,2
4557,Marathahalli,1019.0,2.0,49.86,2
4558,Marathahalli,1325.0,2.0,71.55,2
4559,Marathahalli,1220.0,2.0,56.5,2
4561,Marathahalli,1152.0,2.0,56.0,2
4562,Marathahalli,1610.0,3.0,90.0,3
4563,Marathahalli,1146.0,2.0,70.0,2
4565,Marathahalli,1469.0,3.0,89.0,3
4570,Marathahalli,2519.0,5.0,185.0,4
4572,Marathahalli,957.0,2.0,46.9,2
4573,Marathahalli,1583.0,3.0,105.0,3
4574,Marathahalli,2524.0,5.0,190.0,4
4577,Marathahalli,1071.0,2.0,52.25,2
4578,Marathahalli,1215.0,2.0,58.86,2
4579,Marathahalli,1102.0,2.0,53.67,2
4580,Marathahalli,1900.0,3.0,123.0,3
4581,Marathahalli,1045.0,2.0,60.0,2
4583,Marathahalli,1365.0,2.0,73.0,2
4588,Marathahalli,1208.0,2.0,70.0,2
4589,Marathahalli,1325.0,1.0,92.0,2
4590,Marathahalli,1525.0,3.0,90.0,3
4591,Marathahalli,1937.0,3.0,140.0,3
4593,Marathahalli,1350.0,2.0,86.0,2
4594,Marathahalli,957.0,2.0,47.0,2
4595,Marathahalli,1230.0,2.0,57.0,2
4596,Marathahalli,1200.0,2.0,58.0,2
4598,Marathahalli,607.0,1.0,35.0,1
4599,Marathahalli,1583.0,3.0,109.0,3
4600,Marathahalli,1075.0,2.0,52.43,2
4601,Marathahalli,1360.0,2.0,103.0,2
4602,Marathahalli,1220.0,2.0,58.5,2
4603,Marathahalli,950.0,2.0,45.68,2
4604,Marathahalli,615.0,1.0,44.0,1
4605,Marathahalli,1595.0,3.0,90.0,3
4606,Marathahalli,1350.0,2.0,89.0,2
4607,Marathahalli,1020.0,2.0,57.0,2
4608,Marathahalli,1600.0,3.0,88.0,2
4609,Marathahalli,780.0,1.0,55.0,1
4610,Marathahalli,1710.0,3.0,100.0,3
4612,Marathahalli,1358.0,2.0,81.0,2
4613,Marathahalli,1205.0,2.0,75.0,2
4614,Marathahalli,1730.0,3.0,110.0,3
4615,Marathahalli,1583.0,3.0,115.0,3
4616,Marathahalli,1200.0,2.0,67.0,2
4617,Marathahalli,1095.0,2.0,60.0,2
4618,Marathahalli,1060.0,2.0,48.0,2
4619,Marathahalli,1050.0,2.0,65.0,2
4620,Marathahalli,1026.0,2.0,49.95,2
4623,Marathahalli,1220.0,2.0,59.0,2
4624,Marathahalli,881.0,2.0,48.06,2
4626,Marathahalli,1680.0,3.0,105.0,3
4627,Marathahalli,1910.0,3.0,119.0,3
4628,Marathahalli,1602.0,2.0,104.0,2
4629,Marathahalli,700.0,1.0,38.0,1
4631,Marathahalli,1690.0,3.0,116.0,3
4632,Marathahalli,1065.0,2.0,55.0,2
4633,Marathahalli,1693.0,3.0,125.0,3
4634,Marathahalli,1196.0,2.0,57.9,2
4635,Marathahalli,1595.0,3.0,88.0,3
4636,Marathahalli,2122.0,3.0,125.0,3
4637,Marathahalli,1730.0,3.0,115.0,3
4640,Marathahalli,1125.0,2.0,55.0,2
4641,Marathahalli,1950.0,3.0,115.0,3
4642,Marathahalli,1250.0,2.0,68.0,2
4643,Marathahalli,1125.0,2.0,56.8,2
4644,Marathahalli,1350.0,2.0,90.0,2
4645,Marathahalli,1200.0,2.0,53.0,2
4646,Marathahalli,2500.0,5.0,175.0,4
4649,Marathahalli,1350.0,2.0,60.0,2
